timestamp,mean_pulse_rate,pulse_rate_std,mean_pulse_amplitude,pulse_amplitude_std,block
1634891932.59375,0,0,37.98701105621168,0.0,1.0
1634891933.0625,0,0,0.0,0.0,1.0
1634891933.53125,0,0,168.45313138817164,0.0,1.0
1634891934.0,0,0,29.081547146504732,0.0,1.0
1634891934.46875,0,0,0.0,0.0,1.0
1634891934.9375,0,0,54.98639772155966,0.0,1.0
1634891935.40625,0,0,33.28361182597033,0.0,1.0
1634891935.875,0,0,0.0,0.0,1.0
1634891936.34375,0,0,9.007306492729949,0.0,1.0
1634891936.8125,0,0,13.274479584062862,0.0,1.0
1634891937.28125,0,0,0.0,0.0,1.0
1634891937.75,0,0,85.23024174682517,0.0,1.0
1634891938.21875,0,0,33.523397883812144,0.0,1.0
1634891938.6875,0,0,0.0,0.0,1.0
1634891939.15625,0,0,177.50261355892158,0.0,1.0
1634891939.625,0,0,217.60031335788622,0.0,1.0
1634891940.09375,0,0,61.51883248901908,0.0,1.0
1634891940.5625,0,0,-51.994372653367336,0.0,1.0
1634891941.03125,0,0,241.54503175592748,0.0,1.0
1634891941.5,0,0,97.13529638645072,0.0,1.0
1634891941.96875,0,0,-11.140478913112142,0.0,1.0
1634891942.4375,0,0,88.01330389527561,0.0,1.0
1634891942.90625,0,0,0.0,0.0,1.0
1634891943.375,0,0,18.239876328834935,0.0,1.0
1634891943.84375,0,0,0.0,0.0,1.0
1634891944.3125,0,0,24.198146570370117,0.0,1.0
1634891944.78125,0,0,15.185419733793855,0.0,1.0
1634891945.25,0,0,8.75142507947291,0.0,1.0
1634891945.71875,0,0,0.0,0.0,1.0
1634891946.1875,0,0,14.869717617281898,0.0,1.0
1634891946.65625,0,0,12.321400360343562,0.0,1.0
1634891947.125,0,0,46.017065926301264,0.0,1.0
1634891947.59375,0,0,0.0,0.0,1.0
1634891948.0625,0,0,34.119769083671564,0.0,1.0
1634891948.53125,0,0,26.769486182762943,0.0,1.0
1634891949.0,0,0,-8.356060500525377,0.0,1.0
1634891949.46875,0,0,-7.487707040213104,0.0,1.0
1634891949.9375,0,0,65.72699974719986,0.0,1.0
1634891950.40625,0,0,21.606230063192402,0.0,1.0
1634891950.875,0,0,-6.80604053737318,0.0,1.0
1634891951.34375,0,0,0.0,0.0,1.0
1634891951.8125,0,0,9.333931774296975,0.0,1.0
1634891952.28125,0,0,7.461776939680325,0.0,1.0
1634891952.75,0,0,0.0,0.0,1.0
1634891953.21875,0,0,5.120722039800163,0.0,1.0
1634891953.6875,0,0,4.708048230679463,0.0,1.0
1634891954.15625,0,0,4.675503760530178,0.0,1.0
1634891954.625,0,0,1.5536424165603484,0.0,1.0
1634891955.09375,0,0,5.563028926338827,0.0,1.0
1634891955.5625,0,0,4.9828585628657835,0.0,1.0
1634891956.03125,0,0,3.087581919242426,0.0,1.0
1634891956.5,0,0,3.84854528554195,0.0,1.0
1634891956.96875,0,0,4.089158447083032,0.0,1.0
1634891957.4375,0,0,2.19346697817663,0.0,1.0
1634891957.90625,0,0,5.197148386047182,0.0,1.0
1634891958.375,0,0,6.892387631582627,0.0,1.0
1634891958.84375,0,0,0.6305090608303523,0.0,1.0
1634891959.3125,0,0,4.537234349541931,0.0,1.0
1634891959.78125,0,0,5.262462154032211,0.0,1.0
1634891960.25,0,0,4.164548714671401,0.0,1.0
1634891960.71875,0,0,2.735645945557549,0.0,1.0
