trial_number,block,n_back_level,sensory_condition,accuracy,reaction_time,participant_id,session
571,27,2.0,,3.0,0.0,19,1
572,27,2.0,,3.0,0.0,19,1
573,27,2.0,,3.0,0.0,19,1
574,28,,,,,19,1
575,29,2.0,,3.0,0.0,19,1
576,29,2.0,,3.0,0.0,19,1
577,29,2.0,,3.0,385.0,19,1
578,29,2.0,,3.0,0.0,19,1
579,29,2.0,,3.0,0.0,19,1
580,29,2.0,,3.0,490.0,19,1
581,29,2.0,,3.0,0.0,19,1
582,29,2.0,,3.0,437.0,19,1
583,29,2.0,,3.0,433.0,19,1
584,29,2.0,,3.0,429.0,19,1
585,29,2.0,,3.0,468.0,19,1
586,29,2.0,,3.0,0.0,19,1
587,29,2.0,,4.0,0.0,19,1
588,29,2.0,,4.0,0.0,19,1
589,29,2.0,,4.0,448.0,19,1
590,29,2.0,,3.0,0.0,19,1
591,29,2.0,,4.0,360.0,19,1
592,29,2.0,,3.0,0.0,19,1
593,29,2.0,,3.0,0.0,19,1
594,29,2.0,,3.0,0.0,19,1
595,29,2.0,,3.0,0.0,19,1
596,29,2.0,,4.0,468.0,19,1
597,30,2.0,,3.0,0.0,19,1
598,30,2.0,,4.0,480.0,19,1
599,30,2.0,,3.0,0.0,19,1
600,30,2.0,,3.0,0.0,19,1
601,30,2.0,,4.0,0.0,19,1
602,30,2.0,,3.0,0.0,19,1
603,30,2.0,,3.0,0.0,19,1
604,30,2.0,,4.0,385.0,19,1
605,30,2.0,,3.0,477.0,19,1
606,30,2.0,,4.0,377.0,19,1
607,30,2.0,,4.0,0.0,19,1
608,30,2.0,,3.0,402.0,19,1
609,30,2.0,,3.0,499.0,19,1
610,30,2.0,,3.0,0.0,19,1
611,30,2.0,,3.0,0.0,19,1
612,30,2.0,,3.0,0.0,19,1
613,30,2.0,,3.0,437.0,19,1
614,30,2.0,,3.0,370.0,19,1
615,30,2.0,,3.0,447.0,19,1
616,30,2.0,,3.0,406.0,19,1
617,30,2.0,,4.0,490.0,19,1
618,30,2.0,,3.0,475.0,19,1
619,31,2.0,,3.0,0.0,19,1
620,31,2.0,,3.0,0.0,19,1
621,31,2.0,,3.0,0.0,19,1
622,31,2.0,,4.0,0.0,19,1
623,31,2.0,,3.0,369.0,19,1
624,31,2.0,,3.0,383.0,19,1
625,31,2.0,,4.0,0.0,19,1
626,31,2.0,,4.0,347.0,19,1
627,31,2.0,,3.0,382.0,19,1
628,31,2.0,,3.0,335.0,19,1
629,31,2.0,,4.0,250.0,19,1
630,31,2.0,,3.0,377.0,19,1
631,31,2.0,,3.0,447.0,19,1
632,31,2.0,,3.0,0.0,19,1
633,31,2.0,,3.0,358.0,19,1
634,31,2.0,,3.0,376.0,19,1
635,31,2.0,,3.0,364.0,19,1
636,31,2.0,,3.0,462.0,19,1
637,31,2.0,,3.0,340.0,19,1
638,31,2.0,,3.0,342.0,19,1
639,31,2.0,,4.0,0.0,19,1
640,31,2.0,,3.0,0.0,19,1
641,32,2.0,,3.0,0.0,19,1
642,32,2.0,,3.0,419.0,19,1
643,32,2.0,,3.0,479.0,19,1
644,32,2.0,,3.0,0.0,19,1
645,32,2.0,,3.0,415.0,19,1
646,32,2.0,,3.0,429.0,19,1
647,32,2.0,,3.0,0.0,19,1
648,32,2.0,,4.0,0.0,19,1
649,32,2.0,,4.0,386.0,19,1
650,32,2.0,,3.0,0.0,19,1
651,32,2.0,,4.0,0.0,19,1
652,32,2.0,,3.0,0.0,19,1
653,32,2.0,,3.0,0.0,19,1
654,32,2.0,,3.0,414.0,19,1
655,32,2.0,,3.0,0.0,19,1
656,32,2.0,,3.0,0.0,19,1
657,32,2.0,,4.0,391.0,19,1
658,32,2.0,,3.0,0.0,19,1
659,32,2.0,,4.0,0.0,19,1
660,32,2.0,,3.0,372.0,19,1
661,32,2.0,,3.0,487.0,19,1
662,32,2.0,,3.0,478.0,19,1
