timestamp,mean_pulse_rate,pulse_rate_std,mean_pulse_amplitude,pulse_amplitude_std,block
1624262445.9375,0,0,0.0,0.0,1.0
1624262446.40625,0,0,296.2775884843307,0.0,1.0
1624262446.875,0,0,160.94245956414076,0.0,1.0
1624262447.34375,0,0,-93.59724192368883,0.0,1.0
1624262447.8125,0,0,0.0,0.0,1.0
1624262448.28125,0,0,67.9068919992743,0.0,1.0
1624262448.75,0,0,51.27580911058433,0.0,1.0
1624262449.21875,0,0,-2.01737654045203,0.0,1.0
1624262449.6875,0,0,42.02716984675417,0.0,1.0
1624262450.15625,0,0,24.853384165689388,0.0,1.0
1624262450.625,0,0,3.493749404525097,0.0,1.0
1624262451.09375,0,0,26.29809217978155,0.0,1.0
1624262451.5625,0,0,2.0935691369634997,0.0,1.0
1624262452.03125,0,0,83.66999083287155,0.0,1.0
1624262452.5,0,0,0.0,0.0,1.0
1624262452.96875,0,0,0.0,0.0,1.0
1624262453.4375,0,0,29.89069351572878,0.0,1.0
1624262453.90625,0,0,28.916085533816815,0.0,1.0
1624262454.375,0,0,25.4616497029819,0.0,1.0
1624262454.84375,0,0,61.05473770460111,0.0,1.0
1624262455.3125,0,0,52.32698085500472,0.0,1.0
1624262455.78125,0,0,11.35701416792281,0.0,1.0
1624262456.25,0,0,0.0,0.0,1.0
1624262456.71875,0,0,25.35889702834511,0.0,1.0
1624262457.1875,0,0,22.079858462959034,0.0,1.0
1624262457.65625,0,0,42.064042753026435,0.0,1.0
1624262458.125,0,0,0.0,0.0,1.0
1624262458.59375,0,0,34.25465985316725,0.0,1.0
1624262459.0625,0,0,0.0,0.0,1.0
1624262459.53125,0,0,93.93475290777003,0.0,1.0
1624262460.0,0,0,32.19562711745176,0.0,1.0
1624262460.46875,0,0,17.95387460789624,0.0,1.0
1624262460.9375,0,0,64.56423535869773,0.0,1.0
1624262461.40625,0,0,0.0,0.0,1.0
1624262461.875,0,0,29.175580063582974,0.0,1.0
1624262462.34375,0,0,22.445831509145435,0.0,1.0
1624262462.8125,0,0,0.0,0.0,1.0
1624262463.28125,0,0,25.991107871633403,0.0,1.0
1624262463.75,0,0,18.086675667983755,0.0,1.0
1624262464.21875,0,0,15.49938762674314,0.0,1.0
1624262464.6875,0,0,48.31960999608011,0.0,1.0
1624262465.15625,0,0,0.0,0.0,1.0
1624262465.625,0,0,20.406283084814916,0.0,1.0
1624262466.09375,0,0,134.72622525164746,0.0,1.0
1624262466.5625,0,0,40.27220078700731,0.0,1.0
1624262467.03125,0,0,38.5195603205882,0.0,1.0
1624262467.5,0,0,26.78592052669822,0.0,1.0
1624262467.96875,0,0,0.0,0.0,1.0
1624262468.4375,0,0,82.86466213252146,0.0,1.0
1624262468.90625,0,0,14.621156989064227,0.0,1.0
1624262469.375,0,0,66.78441621691012,0.0,1.0
1624262469.84375,0,0,0.0,0.0,1.0
1624262470.3125,0,0,38.55186594330599,0.0,1.0
1624262470.78125,0,0,18.59358256447539,0.0,1.0
1624262471.25,0,0,-5.579014564084057,0.0,1.0
1624262471.71875,0,0,10.146316367941486,0.0,1.0
1624262472.1875,0,0,13.300699330615684,0.0,1.0
1624262472.65625,0,0,0.0,0.0,1.0
1624262473.125,0,0,0.0,0.0,1.0
1624262473.59375,0,0,38.83802826756834,0.0,1.0
1624262474.0625,0,0,17.50708088474477,0.0,1.0
1624262474.53125,0,0,40.1553330845739,0.0,1.0
1624262475.0,0,0,20.67775489676371,0.0,1.0
1624262475.46875,0,0,4.4150082372115635,0.0,1.0
1624262475.9375,0,0,-0.8284957502416003,0.0,1.0
1624262476.40625,0,0,112.62328312527794,0.0,1.0
1624262476.875,0,0,15.670918408848445,0.0,1.0
1624262477.34375,0,0,29.014216839251816,0.0,1.0
1624262477.8125,0,0,18.54853262748184,0.0,1.0
1624262478.28125,0,0,116.38000484170668,0.0,1.0
1624262478.75,0,0,0.0,0.0,1.0
1624262479.21875,0,0,42.04558858137097,0.0,1.0
1624262479.6875,0,0,20.391600779029048,0.0,1.0
1624262480.15625,0,0,107.58687107585877,0.0,1.0
1624262480.625,0,0,0.0,0.0,1.0
1624262481.09375,0,0,-1.1998779219777251,0.0,1.0
1624262481.5625,0,0,20.066822430835582,0.0,1.0
1624262482.03125,0,0,80.44626755133774,0.0,1.0
1624262482.5,0,0,62.272380753212886,0.0,1.0
1624262482.96875,0,0,-2.683441555175218,0.0,1.0
1624262483.4375,0,0,0.0,0.0,1.0
1624262483.90625,0,0,113.51106581580191,0.0,1.0
1624262484.375,0,0,30.28562863558254,0.0,1.0
1624262484.84375,0,0,32.34462667990982,0.0,1.0
1624262485.3125,0,0,22.329657555973363,0.0,1.0
1624262485.78125,0,0,89.56314444560886,0.0,1.0
1624262486.25,0,0,17.571182831288873,0.0,1.0
1624262486.71875,0,0,11.097819260945554,0.0,1.0
1624262487.1875,0,0,12.641132403622695,0.0,1.0
1624262487.65625,0,0,0.0,0.0,1.0
1624262488.125,0,0,47.838325301718655,0.0,1.0
1624262488.59375,0,0,0.0,0.0,1.0
1624262489.0625,0,0,17.842080625319632,0.0,1.0
1624262489.53125,0,0,77.54038866915599,0.0,1.0
1624262490.0,0,0,26.636004293691,0.0,1.0
1624262490.46875,0,0,-1.9222458522128256,0.0,1.0
1624262490.9375,0,0,10.165290144144757,0.0,1.0
1624262491.40625,0,0,61.49117120694774,0.0,1.0
1624262491.875,0,0,49.87444516206196,0.0,1.0
1624262492.34375,0,0,0.0,0.0,1.0
1624262492.8125,0,0,14.93270048225113,0.0,1.0
1624262493.28125,0,0,84.26263495827403,0.0,1.0
1624262493.75,0,0,25.220282872423486,0.0,1.0
1624262494.21875,0,0,1.3081370851098548,0.0,1.0
1624262494.6875,0,0,14.72958446685921,0.0,1.0
1624262495.15625,0,0,77.07060356030017,0.0,1.0
1624262495.625,0,0,49.85971555341289,0.0,1.0
1624262496.09375,0,0,0.0,0.0,1.0
1624262496.5625,0,0,-0.7510443782989812,0.0,1.0
1624262497.03125,0,0,167.66721300529207,0.0,1.0
1624262497.5,0,0,36.59982043293263,0.0,1.0
1624262497.96875,0,0,53.1175506842544,0.0,1.0
1624262498.4375,0,0,9.425816686360621,0.0,1.0
1624262498.90625,0,0,64.15170696545701,0.0,1.0
1624262499.375,0,0,80.23037059096085,0.0,1.0
1624262499.84375,0,0,0.0,0.0,1.0
1624262500.3125,0,0,0.0,0.0,1.0
1624262500.78125,0,0,-9.57179924701291,0.0,1.0
1624262501.25,0,0,0.0,0.0,1.0
1624262501.71875,0,0,-5.725275445708607,0.0,1.0
1624262502.1875,0,0,16.37279363135723,0.0,1.0
1624262502.65625,0,0,0.0,0.0,1.0
1624262503.125,0,0,74.13125979839398,0.0,1.0
