timestamp,mean_acc,acc_std,activity_count,peak_frequency,block
1635633704.9375,63.281644225997894,1.050535522333229,313307.34706247225,0.03333333333333333,1.0
1635633705.875,63.392952646871514,0.5254436990450277,313307.34706247225,0.06666666666666667,1.0
1635633706.8125,63.34332978419762,1.1398299254789859,313307.34706247225,0.03333333333333333,1.0
1635633707.75,63.247634555699975,1.3658607650905006,313307.34706247225,0.03333333333333333,1.0
1635633708.6875,63.46372155471576,6.832178914229369,313307.34706247225,0.03333333333333333,1.0
1635633709.625,63.305588356338035,0.4183088174671886,313307.34706247225,0.03333333333333333,1.0
1635633710.5625,63.50057896237613,1.5897749058951072,313307.34706247225,0.03333333333333333,1.0
1635633711.5,63.2615115221404,5.302682463728535,313307.34706247225,0.03333333333333333,1.0
1635633712.4375,64.26407224675346,5.5331930917325725,313307.34706247225,0.03333333333333333,1.0
1635633713.375,63.27875779351414,1.607786691260493,313307.34706247225,0.03333333333333333,1.0
1635633714.3125,63.28361058973044,1.009248983679737,313307.34706247225,0.03333333333333333,1.0
1635633715.25,63.208122954425036,0.45469873878763073,313307.34706247225,0.03333333333333333,1.0
1635633716.1875,63.25573414184923,0.5038796131084347,313307.34706247225,0.03333333333333333,1.0
1635633717.125,63.18667444849594,0.33861605730522093,313307.34706247225,0.03333333333333333,1.0
1635633718.0625,63.03242874852581,0.34178950269773395,313307.34706247225,0.06666666666666667,1.0
1635633719.0,63.14609739797755,0.062007272645842014,313307.34706247225,0.03333333333333333,1.0
1635633719.9375,63.13477647065839,0.0,313307.34706247225,0.06666666666666667,1.0
1635633720.875,63.11307370526575,0.08259252090814552,313307.34706247225,0.03333333333333333,1.0
1635633721.8125,63.13477647065839,0.0,313307.34706247225,0.0,1.0
1635633722.75,63.04796540908784,0.14642089000996605,313307.34706247225,0.03333333333333333,1.0
1635633723.6875,62.89604605133937,0.14642089000996605,313307.34706247225,0.06666666666666667,1.0
1635633724.625,62.98700751291887,0.37630403266807266,313307.34706247225,0.03333333333333333,1.0
1635633725.5625,63.108645713604936,0.5560043984182607,313307.34706247225,0.06666666666666667,1.0
1635633726.5,62.921942631809614,0.2542102834261873,313307.34706247225,0.03333333333333333,1.0
1635633727.4375,62.99743447997195,0.8649789363437116,313307.34706247225,0.03333333333333333,1.0
1635633728.375,63.32180225549127,0.6818022135554743,313307.34706247225,0.03333333333333333,1.0
1635633729.3125,63.23744090983235,0.4835934194204689,313307.34706247225,0.06666666666666667,1.0
1635633730.25,63.34067151941733,0.2477445902709553,313307.34706247225,0.06666666666666667,1.0
1635633731.1875,63.21698469062622,0.4309331796323071,313307.34706247225,0.06666666666666667,1.0
1635633732.125,63.305006510678886,0.38437232700062823,313307.34706247225,0.03333333333333333,1.0
1635633733.0625,63.29294505912239,0.3756911923125858,313307.34706247225,0.03333333333333333,1.0
1635633734.0,63.36178268869891,0.29564863248664175,313307.34706247225,0.03333333333333333,1.0
1635633734.9375,63.23138837275692,0.48229814814638033,313307.34706247225,0.03333333333333333,1.0
1635633735.875,63.22687515088165,0.40969962271568733,313307.34706247225,0.03333333333333333,1.0
1635633736.8125,63.125193141393794,0.466081458468522,313307.34706247225,0.06666666666666667,1.0
1635633737.75,63.16523891526472,0.6842509956356755,313307.34706247225,0.06666666666666667,1.0
1635633738.6875,63.17098039207635,0.4478719458769978,313307.34706247225,0.03333333333333333,1.0
1635633739.625,63.16449376077439,0.4698436406392833,313307.34706247225,0.03333333333333333,1.0
1635633740.5625,63.19537889307337,0.4284131436111462,313307.34706247225,0.03333333333333333,1.0
1635633741.5,63.24511774353402,0.44148839933164263,313307.34706247225,0.03333333333333333,1.0
1635633742.4375,63.36178268869892,0.29564863248664175,313307.34706247225,0.03333333333333333,1.0
1635633743.375,63.33424683080721,0.33194054471820345,313307.34706247225,0.03333333333333333,1.0
1635633744.3125,63.33028643089063,0.3344897009148302,313307.34706247225,0.03333333333333333,1.0
1635633745.25,63.17287150470916,0.513580248746785,313307.34706247225,0.03333333333333333,1.0
1635633746.1875,63.29432891979028,0.36378270332884577,313307.34706247225,0.0,1.0
1635633747.125,63.29154131257096,0.3436090588131173,313307.34706247225,0.03333333333333333,1.0
1635633748.0625,63.316902671014454,0.32669106351780614,313307.34706247225,0.03333333333333333,1.0
1635633749.0,63.32833910868738,0.30194610462801724,313307.34706247225,0.03333333333333333,1.0
1635633749.9375,63.34677960670157,0.2974259571359054,313307.34706247225,0.03333333333333333,1.0
1635633750.875,63.32073317970188,0.39577455921901483,313307.34706247225,0.03333333333333333,1.0
1635633751.8125,63.42923645760755,0.18183662118317032,313307.34706247225,0.03333333333333333,1.0
1635633752.75,63.28356755465066,0.3573044041240973,313307.34706247225,0.03333333333333333,1.0
1635633753.6875,63.42176283716786,0.11743799259375588,313307.34706247225,0.03333333333333333,1.0
1635633754.625,63.40311846485632,0.10781016870923395,313307.34706247225,0.03333333333333333,1.0
1635633755.5625,63.332474592399414,0.3178516294776635,313307.34706247225,0.03333333333333333,1.0
1635633756.5,63.23096887704594,0.4290022948835461,313307.34706247225,0.03333333333333333,1.0
1635633757.4375,63.271724830494385,0.3555039757290754,313307.34706247225,0.0,1.0
1635633758.375,63.356353481735546,0.3308403574454674,313307.34706247225,0.03333333333333333,1.0
1635633759.3125,63.24471592138892,0.37952968556261335,313307.34706247225,0.03333333333333333,1.0
1635633760.25,63.37989518663103,0.23972570172479124,313307.34706247225,0.06666666666666667,1.0
1635633761.1875,63.16213263480747,0.42951579352231284,313307.34706247225,0.03333333333333333,1.0
1635633762.125,63.38052410979757,0.2096719129277974,313307.34706247225,0.03333333333333333,1.0
1635633763.0625,63.23791851589463,0.4139737336389122,313307.34706247225,0.03333333333333333,1.0
1635633764.0,63.34311771255281,0.29261918352165606,313307.34706247225,0.03333333333333333,1.0
1635633764.9375,63.34851675254692,0.31963112189677306,313307.34706247225,0.03333333333333333,1.0
1635633765.875,63.3528601821148,0.29084907582888186,313307.34706247225,0.03333333333333333,1.0
1635633766.8125,63.291101145145376,0.3267116755544927,313307.34706247225,0.03333333333333333,1.0
1635633767.75,63.421762837167854,0.1174379925937559,313307.34706247225,0.03333333333333333,1.0
1635633768.6875,63.19492334530717,0.41729429880053814,313307.34706247225,0.03333333333333333,1.0
1635633769.625,63.359687333316295,0.1313892259221586,313307.34706247225,0.03333333333333333,1.0
1635633770.5625,63.28781717782955,0.3506597706916899,313307.34706247225,0.03333333333333333,1.0
1635633771.5,63.33290882562718,0.33629782284468424,313307.34706247225,0.03333333333333333,1.0
1635633772.4375,63.28458220756732,0.31347025430088216,313307.34706247225,0.03333333333333333,1.0
1635633773.375,63.27102252013822,0.2835293383144682,313307.34706247225,0.03333333333333333,1.0
1635633774.3125,63.379151668605694,0.13051793855549135,313307.34706247225,0.03333333333333333,1.0
1635633775.25,63.35520547618965,0.13622649669517778,313307.34706247225,0.03333333333333333,1.0
1635633776.1875,63.313437000499974,2.8178057953665205,313307.34706247225,0.03333333333333333,1.0
1635633777.125,63.03162081536994,2.794349727715131,313307.34706247225,0.03333333333333333,1.0
1635633778.0625,63.181374321056666,0.6802171832585144,313307.34706247225,0.03333333333333333,1.0
1635633779.0,63.16903523793235,0.5629238101762133,313307.34706247225,0.03333333333333333,1.0
1635633779.9375,63.14411356372472,0.35368345203509877,313307.34706247225,0.03333333333333333,1.0
1635633780.875,63.090448666368125,0.3647678662422283,313307.34706247225,0.03333333333333333,1.0
1635633781.8125,62.97591593975241,0.26394529717743626,313307.34706247225,0.03333333333333333,1.0
1635633782.75,63.08052760223798,0.34296489710907596,313307.34706247225,0.03333333333333333,1.0
1635633783.6875,63.065458126645616,0.4331018152682795,313307.34706247225,0.03333333333333333,1.0
1635633784.625,63.10117340321206,0.3831563169294035,313307.34706247225,0.03333333333333333,1.0
1635633785.5625,63.02811616996438,0.35705509882077124,313307.34706247225,0.03333333333333333,1.0
1635633786.5,63.14280168173138,0.39818006004262213,313307.34706247225,0.03333333333333333,1.0
1635633787.4375,63.070336919135876,0.4540251854107504,313307.34706247225,0.06666666666666667,1.0
1635633788.375,63.05503896010421,0.36492097359846487,313307.34706247225,0.03333333333333333,1.0
1635633789.3125,63.03974112107578,1.0943614361085052,313307.34706247225,0.0,1.0
1635633790.25,63.31160539872113,0.3814064308267395,313307.34706247225,0.03333333333333333,1.0
1635633791.1875,63.34141865400151,0.31842754577228427,313307.34706247225,0.03333333333333333,1.0
1635633792.125,63.366191158635935,0.1634268175634694,313307.34706247225,0.0,1.0
1635633793.0625,63.27333901968927,0.23022320384234293,313307.34706247225,0.03333333333333333,1.0
1635633794.0,63.205539777516286,0.3102970203443735,313307.34706247225,0.03333333333333333,1.0
1635633794.9375,63.26514577653639,0.1485442239927323,313307.34706247225,0.03333333333333333,1.0
1635633795.875,63.14186555537811,0.2719296052793983,313307.34706247225,0.03333333333333333,1.0
1635633796.8125,63.192994743003844,0.2167520688090323,313307.34706247225,0.03333333333333333,1.0
1635633797.75,63.268555060043745,0.15516603191325595,313307.34706247225,0.03333333333333333,1.0
1635633798.6875,63.251509530430816,0.1168942425871194,313307.34706247225,0.06666666666666667,1.0
1635633799.625,63.19171467443138,0.2764239096911498,313307.34706247225,0.03333333333333333,1.0
1635633800.5625,63.20517465621615,0.07810256658194184,313307.34706247225,0.03333333333333333,1.0
1635633801.5,63.20394410139029,0.25212892500718864,313307.34706247225,0.03333333333333333,1.0
