block,condition,accuracy,rt_mean,rt_std,rt_median,n_trials,participant,Left_TEMP_mean_temp_mean,Left_TEMP_mean_temp_std,Left_TEMP_temp_std_mean,Left_TEMP_temp_std_std,Left_TEMP_max_temp_rate_mean,Left_TEMP_max_temp_rate_std,Left_TEMP_min_temp_rate_mean,Left_TEMP_min_temp_rate_std,Left_BVP_mean_pulse_rate_mean,Left_BVP_mean_pulse_rate_std,Left_BVP_pulse_rate_std_mean,Left_BVP_pulse_rate_std_std,Left_BVP_mean_pulse_amplitude_mean,Left_BVP_mean_pulse_amplitude_std,Left_BVP_pulse_amplitude_std_mean,Left_BVP_pulse_amplitude_std_std,Left_ACC_mean_acc_mean,Left_ACC_mean_acc_std,Left_ACC_acc_std_mean,Left_ACC_acc_std_std,Left_ACC_activity_count_mean,Left_ACC_activity_count_std,Left_ACC_peak_frequency_mean,Left_ACC_peak_frequency_std,Right_TEMP_mean_temp_mean,Right_TEMP_mean_temp_std,Right_TEMP_temp_std_mean,Right_TEMP_temp_std_std,Right_TEMP_max_temp_rate_mean,Right_TEMP_max_temp_rate_std,Right_TEMP_min_temp_rate_mean,Right_TEMP_min_temp_rate_std,Right_BVP_mean_pulse_rate_mean,Right_BVP_mean_pulse_rate_std,Right_BVP_pulse_rate_std_mean,Right_BVP_pulse_rate_std_std,Right_BVP_mean_pulse_amplitude_mean,Right_BVP_mean_pulse_amplitude_std,Right_BVP_pulse_amplitude_std_mean,Right_BVP_pulse_amplitude_std_std,Right_ACC_mean_acc_mean,Right_ACC_mean_acc_std,Right_ACC_acc_std_mean,Right_ACC_acc_std_std,Right_ACC_activity_count_mean,Right_ACC_activity_count_std,Right_ACC_peak_frequency_mean,Right_ACC_peak_frequency_std
3,no_music,0.0,349.8181818181818,27.70703256719589,351.0,22,A1,32.21751490514905,0.156869909453223,0.010087760181578347,0.012761418103605324,0.007560975609757568,0.011618347799828566,-0.0060162601626029995,0.007241709493675483,0.0,0.0,0.0,0.0,37.663635848734046,89.85628987446817,0.0,0.0,65.63504778542227,0.5170077119852083,0.6092417638824239,1.1765682669089423,356129.92043157655,0.0,0.037815975733063695,0.01268649705023488,32.580532258064515,0.10799857320609242,0.0060183748559865975,0.004595289192394743,0.004838709677419882,0.005331890704444049,-0.00455645161290378,0.0052965741640887505,0.0,0.0,0.0,0.0,21.490394929035826,31.06961712905997,0.0,0.0,63.16197697327315,0.2312096337804113,1.6683742634441052,1.5560218104941101,334610.79523544695,0.0,0.04020896528479946,0.014614599506404521
20,relax_music,0.0,316.6363636363636,89.1278084200786,311.5,22,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,stress_music,0.0,304.09090909090907,80.20266537009559,301.0,22,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,new_music,0.0,313.09090909090907,84.45957561709575,301.5,22,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,no_music,0.0,19.954545454545453,93.59511448011298,0.0,22,A10,31.159133333333337,0.049643962346050265,0.004769255563714924,0.004441999190611155,0.0040000000000006255,0.004917931121074742,-0.004153846153846776,0.005101240977550352,0.0,0.0,0.0,0.0,8.848969111901786,16.36875340846672,0.0,0.0,64.29049332250025,0.19516019784163524,0.4788604518613996,0.5471957292255307,223957.2526771251,5.823571956099406e-11,0.039081567116249195,0.014046042692424555,29.71419230769231,0.04515918567267877,0.006065988371937602,0.004385268620607802,0.005615384615385494,0.00498118104264583,-0.005000000000000782,0.005019342431994482,0.0,0.0,0.0,0.0,11.111244003665258,19.945584778162324,0.0,0.0,65.65487708147398,0.3812949250594037,0.4135845459095953,0.4965484095490884,244890.67803462467,5.823571956099406e-11,0.03850353243416827,0.013417762995709438
20,relax_music,0.0,0.0,0.0,0.0,22,A10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,stress_music,0.0,63.63636363636363,163.97373351053903,0.0,22,A10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,new_music,0.0,43.27272727272727,140.06909241281838,0.0,22,A10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,no_music,0.0,170.36363636363637,211.60397544527,0.0,22,A2,28.950362433862434,0.2080354756919739,0.005491746189545165,0.004693492821693432,0.004365079365080048,0.004979322322732135,-0.005476190476191304,0.0051547481579060726,0.0,0.0,0.0,0.0,3.710821203284814,18.55829942347007,0.0,0.0,65.27278134113092,0.16315812731109217,0.37070996751997487,0.23364342462789936,129168.13735436366,2.91182062691474e-11,0.03859822309970384,0.013117845693077205,29.761398950131234,0.21905940920397188,0.005450395540683652,0.00459884486881768,0.004645669291339309,0.0050071814443612625,-0.003858267716536036,0.004887178576203555,0.0,0.0,0.0,0.0,22.23459102257386,33.93565835543584,0.0,0.0,63.16923619441542,0.14254598384483466,0.6515313961354139,0.5087583272923528,204848.57204778542,2.91182062691474e-11,0.03984863441921685,0.013793886784988463
20,relax_music,0.0,274.8181818181818,194.68720611562597,378.5,22,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,stress_music,0.0,161.0909090909091,219.81917007501303,0.0,22,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,new_music,0.0,292.45454545454544,206.1988700889848,412.0,22,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,no_music,0.0,348.90909090909093,145.94418668691682,395.5,22,A3,31.5417624671916,0.12135115195575874,0.00683937726564541,0.005784020414541164,0.00385826771653598,0.005201837906961861,-0.005196850393701544,0.0056132487411327935,0.0,0.0,0.0,0.0,6.5561947519646235,21.17119748467194,0.0,0.0,63.75193925934503,0.43399086734702136,0.5385247748690866,1.654268469121158,259307.35749366318,0.0,0.038231426692965156,0.012958939156891032,31.43617847769028,0.24141178237384445,0.0072639306890211995,0.0051297963225930025,0.005748031496063807,0.005421837830415474,-0.004566929133858926,0.0053088583521207,0.0,0.0,0.0,0.0,11.516500054654154,25.12821607948332,0.0,0.0,64.43257524363625,0.6034465005418488,1.1333359450169709,2.1404131179837007,333104.243583818,5.823635584294685e-11,0.0399671592775041,0.015016938889972365
20,relax_music,0.0,292.22727272727275,165.37862239294637,358.0,22,A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,stress_music,0.0,354.04545454545456,94.54073310721795,373.0,22,A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,new_music,0.0,364.09090909090907,91.30530109833715,371.5,22,A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,no_music,0.0,135.1818181818182,203.7390105394262,0.0,22,A4,30.186403645833337,0.1016293649769748,0.00547648136779035,0.004391065179761972,0.003984375000000595,0.0050726755663635685,-0.005156250000000806,0.005017194843186385,0.0,0.0,0.0,0.0,21.364662806045956,47.619354063645005,0.0,0.0,65.61238536504855,0.9249708194599402,0.8010050768965591,2.222070033569276,683560.9138084286,1.1647226256001768e-10,0.03721081785597914,0.012388111118325015,31.059640625,0.11233541365376229,0.004196487286116602,0.004566752418031414,0.0038281250000005707,0.005038605879864535,-0.0035937500000005618,0.004817026069836821,0.0,0.0,0.0,0.0,39.45897552175587,53.935024599491,0.0,0.0,63.27397594832687,0.34707360267056436,1.9061075934549008,2.1305092636242136,684401.3124872914,2.3294452512003535e-10,0.043010752688172046,0.016379595331872724
20,relax_music,0.0,20.727272727272727,64.88024265865447,0.0,22,A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,stress_music,0.0,103.86363636363636,196.95909545229253,0.0,22,A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,new_music,0.0,101.0909090909091,191.15710544219633,0.0,22,A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,no_music,0.0,0.0,0.0,0.0,22,A5,32.37063436692506,0.07860540649013106,0.005038037868762388,0.0048352181687734115,0.0053875968992259105,0.005576611422830933,-0.004418604651163619,0.005715518450919218,0.0,0.0,0.0,0.0,22.80324647399132,26.74646691952639,0.0,0.0,63.700097663549556,0.6018904694909701,0.5061090302876808,1.8978701017966557,274335.88095879153,0.0,0.03710874475637302,0.012866015379662426,33.43386821705427,0.13558259653690308,0.005851167438576033,0.004561181827129652,0.004147286821706061,0.004965664569059011,-0.005620155038760582,0.005484628802460678,0.0,0.0,0.0,0.0,14.09055076906185,16.293516614994633,0.0,0.0,64.7187376300349,0.2960963370738561,0.7058408707126999,0.9058503037488701,240557.1808161531,5.82358554711457e-11,0.04020651823168764,0.014343228230036304
20,relax_music,0.0,0.0,0.0,0.0,22,A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,stress_music,0.0,235.0909090909091,205.88020305181848,316.0,22,A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,new_music,0.0,336.8181818181818,117.18224973808813,367.0,22,A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
