block,condition,accuracy,rt_mean,rt_std,rt_median,n_trials,participant,Left_TEMP_mean_temp_mean,Left_TEMP_mean_temp_std,Left_TEMP_temp_std_mean,Left_TEMP_temp_std_std,Left_TEMP_max_temp_rate_mean,Left_TEMP_max_temp_rate_std,Left_TEMP_min_temp_rate_mean,Left_TEMP_min_temp_rate_std,Left_BVP_mean_pulse_rate_mean,Left_BVP_mean_pulse_rate_std,Left_BVP_pulse_rate_std_mean,Left_BVP_pulse_rate_std_std,Left_BVP_mean_pulse_amplitude_mean,Left_BVP_mean_pulse_amplitude_std,Left_BVP_pulse_amplitude_std_mean,Left_BVP_pulse_amplitude_std_std,Left_ACC_mean_acc_mean,Left_ACC_mean_acc_std,Left_ACC_acc_std_mean,Left_ACC_acc_std_std,Left_ACC_activity_count_mean,Left_ACC_activity_count_std,Left_ACC_peak_frequency_mean,Left_ACC_peak_frequency_std,Right_TEMP_mean_temp_mean,Right_TEMP_mean_temp_std,Right_TEMP_temp_std_mean,Right_TEMP_temp_std_std,Right_TEMP_max_temp_rate_mean,Right_TEMP_max_temp_rate_std,Right_TEMP_min_temp_rate_mean,Right_TEMP_min_temp_rate_std,Right_BVP_mean_pulse_rate_mean,Right_BVP_mean_pulse_rate_std,Right_BVP_pulse_rate_std_mean,Right_BVP_pulse_rate_std_std,Right_BVP_mean_pulse_amplitude_mean,Right_BVP_mean_pulse_amplitude_std,Right_BVP_pulse_amplitude_std_mean,Right_BVP_pulse_amplitude_std_std,Right_ACC_mean_acc_mean,Right_ACC_mean_acc_std,Right_ACC_acc_std_mean,Right_ACC_acc_std_std,Right_ACC_activity_count_mean,Right_ACC_activity_count_std,Right_ACC_peak_frequency_mean,Right_ACC_peak_frequency_std
3,no_music,0.0,197.3181818181818,203.68238261325644,154.5,22,A6,32.02969767441861,0.045215560901911735,0.004505857636636338,0.004372456183833121,0.004069767441861445,0.004990907430192914,-0.0035658914728691326,0.0048891540699174995,0.0,0.0,0.0,0.0,17.641055708190173,31.084228464079928,0.0,0.0,66.34030832041317,0.3004101012614889,0.4350608965090188,1.0147285985579062,235214.25250980572,2.911790047469688e-11,0.03700483091787439,0.012152917354995097,31.906639534883723,0.12658706515836046,0.004328857509794365,0.004700481264928969,0.003294573643411299,0.004940905630511315,-0.004031007751938532,0.005194555419644547,0.0,0.0,0.0,0.0,46.98917619422585,74.29009469956506,0.0,0.0,63.207137859976335,0.2237640097451447,1.356375376611642,1.4985365295161897,380447.281989961,5.823580094939376e-11,0.04041867954911433,0.014850668482228603
20,relax_music,0.0,19.09090909090909,89.54430086935638,0.0,22,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,stress_music,0.0,51.59090909090909,134.43095558011117,0.0,22,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,new_music,0.0,0.0,0.0,0.0,22,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,no_music,0.0,259.90909090909093,167.5549402693278,347.5,22,A7,30.702145161290325,0.08992647043444633,0.005194566464629375,0.0045197525977141535,0.0036290322580650835,0.004827879303386108,-0.004435483870968435,0.0049881843080225525,0.0,0.0,0.0,0.0,11.708270906933558,22.42201189784587,0.0,0.0,64.95954343395158,1.140295854964516,0.7702394511561896,1.8612549874256616,351718.3619127468,5.823684500199617e-11,0.03807615230460922,0.012481819663551151,30.583551075268822,0.04447972944234746,0.005965306929163787,0.004602509053156222,0.003951612903226424,0.004908686242716393,-0.004596774193549106,0.0050039323639589975,0.0,0.0,0.0,0.0,41.08010062532032,58.86837797399116,0.0,0.0,63.229693673488995,0.23152176159472507,1.7046290523177916,1.7870722706307776,396816.42548931984,5.823687429594067e-11,0.039351387495820796,0.014385467107567591
20,relax_music,0.0,349.3181818181818,92.16826556624127,363.0,22,A7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,stress_music,0.0,300.77272727272725,91.56414967930138,304.5,22,A7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,new_music,0.0,320.8181818181818,99.17835610830782,320.0,22,A7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,no_music,0.0,0.0,0.0,0.0,22,A8,32.61572789115647,0.033107021569039476,0.005328677186524541,0.004128357371090527,0.004285714285715173,0.004894725051863753,-0.004489795918368049,0.004920714925105547,0.0,0.0,0.0,0.0,17.158692188287155,42.2857440280813,0.0,0.0,63.69763922344358,0.9084700106591439,0.5196692110174582,1.2577489459076414,289673.51191114535,0.0,0.03877551020408163,0.013648348233926714,32.9796156462585,0.10447313364149041,0.006842530361033146,0.004680984161390437,0.005102040816328271,0.005351187165634258,-0.003775510204083129,0.004844521416519804,0.0,0.0,0.0,0.0,10.571620776555104,17.46476949375802,0.0,0.0,65.12165167741284,0.9075269482521874,0.7286398869129561,1.459466007183561,344883.37852209667,1.165640954618589e-10,0.0375,0.012257885399843781
20,relax_music,0.0,136.95454545454547,207.18233912431253,0.0,22,A8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,stress_music,0.0,321.77272727272725,181.27299376464842,400.5,22,A8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,new_music,0.0,201.8181818181818,207.7722279355417,174.5,22,A8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,no_music,0.0,121.13636363636364,189.2492172606435,0.0,22,A9,29.334791005291002,0.21907880158772822,0.006123050857848568,0.004354470992671111,0.003968253968254588,0.004911922650754149,-0.006428571428572434,0.004810702354424391,0.0,0.0,0.0,0.0,11.033990170855,24.930571750130756,0.0,0.0,63.16744548669648,0.3440118152569246,0.5764175950481792,1.4097867021989208,313307.34706247225,0.0,0.037797619047619045,0.012904372601479983,30.95961904761905,0.12899548804709451,0.007428836888058818,0.006411436167852587,0.004206349206349864,0.004956317117082708,-0.006190476190477101,0.005492852498605425,0.0,0.0,0.0,0.0,36.45756752267783,53.603715333703384,0.0,0.0,63.209708367997116,0.2942308005513552,1.0628448724665618,0.9248915575546954,299727.9228908806,0.0,0.040939153439153435,0.015420826085515187
20,relax_music,0.0,190.5,215.0990358836953,0.0,22,A9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,stress_music,0.0,160.6818181818182,218.4354293527879,0.0,22,A9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,new_music,0.0,318.0,183.99715318708706,385.5,22,A9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
